Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
 1376.0000, 2.5145117440, 1.33575, 1.35973
 1384.0000, 2.5277044235, 1.33778, 1.35854
 1392.0000, 2.5405752229, 1.33977, 1.35732
 1400.0000, 2.5531221693, 1.34170, 1.35606
 1408.0000, 2.5653440830, 1.34359, 1.35477
 1416.0000, 2.5772405888, 1.34543, 1.35345
 1424.0000, 2.5888121260, 1.34723, 1.35211
 1432.0000, 2.6000599552, 1.34897, 1.35073
 1440.0000, 2.6109861652, 1.35067, 1.34933
 1448.0000, 2.6215936768, 1.35232, 1.34792
 1456.0000, 2.6318862458, 1.35392, 1.34648
 1464.0000, 2.6418684636, 1.35548, 1.34502
 1472.0000, 2.6515457562, 1.35699, 1.34355
 1480.0000, 2.6609243813, 1.35846, 1.34207
 1488.0000, 2.6700114241, 1.35988, 1.34058
 1496.0000, 2.6788147900, 1.36126, 1.33908
 1504.0000, 2.6873431967, 1.36260, 1.33757
 1512.0000, 2.6956061636, 1.36389, 1.33606
 1520.0000, 2.7036139995, 1.36515, 1.33455
 1528.0000, 2.7113777882, 1.36637, 1.33305
 1536.0000, 2.7189093725, 1.36756, 1.33155
 1544.0000, 2.7262213356, 1.36871, 1.33005
 1552.0000, 2.7333269810, 1.36983, 1.32856
 1560.0000, 2.7402403102, 1.37092, 1.32709
 1568.0000, 2.7469759985, 1.37198, 1.32563
 1576.0000, 2.7535493685, 1.37302, 1.32419
 1584.0000, 2.7599763620, 1.37404, 1.32277
 1592.0000, 2.7662735096, 1.37503, 1.32137
 1600.0000, 2.7724578985, 1.37601, 1.31999
 1608.0000, 2.7785471383, 1.37698, 1.31864
 1616.0000, 2.7845593247, 1.37793, 1.31732
 1624.0000, 2.7905130017, 1.37888, 1.31604
 1632.0000, 2.7964271214, 1.37982, 1.31478
 1640.0000, 2.8023210030, 1.38075, 1.31357
 1648.0000, 2.8082142884, 1.38169, 1.31239
 1656.0000, 2.8141268981, 1.38263, 1.31126
 1664.0000, 2.8200789840, 1.38358, 1.31017
 1672.0000, 2.8260908814, 1.38454, 1.30912
 1680.0000, 2.8321830595, 1.38551, 1.30813
 1688.0000, 2.8383760702, 1.38650, 1.30719
 1696.0000, 2.8446904967, 1.38750, 1.30630
 1704.0000, 2.8511468997, 1.38854, 1.30546
 1712.0000, 2.8577657637, 1.38960, 1.30469
 1720.0000, 2.8645674423, 1.39068, 1.30398
 1728.0000, 2.8715721022, 1.39181, 1.30333
 1736.0000, 2.8787996677, 1.39296, 1.30274
 1744.0000, 2.8862697642, 1.39416, 1.30223
 1752.0000, 2.8940016619, 1.39540, 1.30178
 1760.0000, 2.9020142192, 1.39669, 1.30141
 1768.0000, 2.9103258270, 1.39803, 1.30111
 1776.0000, 2.9189543524, 1.39942, 1.30089
 1784.0000, 2.9279170842, 1.40086, 1.30074
 1792.0000, 2.9372306782, 1.40237, 1.30068
 1800.0000, 2.9469111041, 1.40393, 1.30070
 1808.0000, 2.9569735937, 1.40556, 1.30080
 1816.0000, 2.9674325903, 1.40725, 1.30099
 1824.0000, 2.9783016996, 1.40901, 1.30127
 1832.0000, 2.9895936430, 1.41085, 1.30164
 1840.0000, 3.0013202124, 1.41275, 1.30210
 1848.0000, 3.0134922276, 1.41473, 1.30266
 1856.0000, 3.0261194962, 1.41679, 1.30331
 1864.0000, 3.0392107756, 1.41893, 1.30406
 1872.0000, 3.0527737384, 1.42115, 1.30491
 1880.0000, 3.0668149405, 1.42345, 1.30586
 1888.0000, 3.0813397923, 1.42583, 1.30691
 1896.0000, 3.0963525330, 1.42829, 1.30806
 1904.0000, 3.1118562086, 1.43085, 1.30932
 1912.0000, 3.1278526532, 1.43348, 1.31069
 1920.0000, 3.1443424739, 1.43621, 1.31216
 1928.0000, 3.1613250388, 1.43902, 1.31374
 1936.0000, 3.1787984702, 1.44192, 1.31544
 1944.0000, 3.1967596395, 1.44490, 1.31724
 1952.0000, 3.2152041678, 1.44797, 1.31916
 1960.0000, 3.2341264287, 1.45113, 1.32119
 1968.0000, 3.2535195563, 1.45437, 1.32333
 1976.0000, 3.2733754555, 1.45770, 1.32559
 1984.0000, 3.2936848173, 1.46111, 1.32797
 1992.0000, 3.3144371371, 1.46461, 1.33046
 2000.0000, 3.3356207361, 1.46819, 1.33307
 2008.0000, 3.3572227873, 1.47184, 1.33580
 2016.0000, 3.3792293441, 1.47558, 1.33865
 2024.0000, 3.4016253719, 1.47939, 1.34162
 2032.0000, 3.4243947837, 1.48327, 1.34470
 2040.0000, 3.4475204776, 1.48722, 1.34791
 2048.0000, 3.4709843781, 1.49125, 1.35124
 2056.0000, 3.4947674791, 1.49533, 1.35469
 2064.0000, 3.5188498900, 1.49949, 1.35826
 2072.0000, 3.5432108838, 1.50370, 1.36195
 2080.0000, 3.5678289471, 1.50797, 1.36576
 2088.0000, 3.5926818327, 1.51229, 1.36969
 2096.0000, 3.6177466129, 1.51666, 1.37374
 2104.0000, 3.6429997349, 1.52107, 1.37791
 2112.0000, 3.6684170775, 1.52553, 1.38221
 2120.0000, 3.6939740088, 1.53003, 1.38662
 2128.0000, 3.7196454447, 1.53455, 1.39115
 2136.0000, 3.7454059085, 1.53911, 1.39580
 2144.0000, 3.7712295902, 1.54369, 1.40057
 2152.0000, 3.7970904076, 1.54830, 1.40546
 2160.0000, 3.8229620660, 1.55292, 1.41046
 2168.0000, 3.8488181192, 1.55755, 1.41558
 2176.0000, 3.8746320294, 1.56218, 1.42082
 2184.0000, 3.9003772278, 1.56682, 1.42617
 2192.0000, 3.9260271739, 1.57145, 1.43163
 2200.0000, 3.9515554147, 1.57608, 1.43720
 2208.0000, 3.9769356431, 1.58069, 1.44289
 2216.0000, 4.0021417557, 1.58528, 1.44868
 2224.0000, 4.0271479095, 1.58985, 1.45459
 2232.0000, 4.0519285776, 1.59440, 1.46060
 2240.0000, 4.0764586039, 1.59891, 1.46671
 2248.0000, 4.1007132569, 1.60338, 1.47293
 2256.0000, 4.1246682816, 1.60781, 1.47925
 2264.0000, 4.1482999511, 1.61219, 1.48567
 2272.0000, 4.1715851159, 1.61651, 1.49219
 2280.0000, 4.1945012524, 1.62078, 1.49881
 2288.0000, 4.2170265099, 1.62499, 1.50552
 2296.0000, 4.2391397558, 1.62913, 1.51232
 2304.0000, 4.2608206201, 1.63321, 1.51921
 2312.0000, 4.2820495374, 1.63720, 1.52619
 2320.0000, 4.3028077882, 1.64112, 1.53326
 2328.0000, 4.3230775384, 1.64495, 1.54041
 2336.0000, 4.3428418769, 1.64870, 1.54764
 2344.0000, 4.3620848525, 1.65236, 1.55495
 2352.0000, 4.3807915082, 1.65592, 1.56234
 2360.0000, 4.3989479150, 1.65939, 1.56980
 2368.0000, 4.4165412033, 1.66275, 1.57734
 2376.0000, 4.4335595931, 1.66601, 1.58494
 2384.0000, 4.4499924229, 1.66917, 1.59260
 2392.0000, 4.4658301765, 1.67221, 1.60033
 2400.0000, 4.4810645086, 1.67515, 1.60812
 2408.0000, 4.4956882687, 1.67797, 1.61596
 2416.0000, 4.5096955233, 1.68068, 1.62386
 2424.0000, 4.5230815771, 1.68327, 1.63181
 2432.0000, 4.5358429913, 1.68575, 1.63980
 2440.0000, 4.5479776020, 1.68810, 1.64784
 2448.0000, 4.5594845351, 1.69034, 1.65592
 2456.0000, 4.5703642211, 1.69246, 1.66404
 2464.0000, 4.5806184071, 1.69446, 1.67219
 2472.0000, 4.5902501675, 1.69634, 1.68037
 2480.0000, 4.5992639127, 1.69810, 1.68858
 2488.0000, 4.6076653961, 1.69974, 1.69681
 2496.0000, 4.6154617188, 1.70127, 1.70506
 2504.0000, 4.6226613330, 1.70268, 1.71333
 2512.0000, 4.6292740423, 1.70398, 1.72161
 2520.0000, 4.6353110012, 1.70516, 1.72989
 2528.0000, 4.6407847108, 1.70624, 1.73818
 2536.0000, 4.6457090136, 1.70720, 1.74648
 2544.0000, 4.6500990850, 1.70807, 1.75476
 2552.0000, 4.6539714231, 1.70883, 1.76304
 2560.0000, 4.6573438347, 1.70949, 1.77131
 2568.0000, 4.6602354198, 1.71006, 1.77957
 2576.0000, 4.6626665530, 1.71054, 1.78780
 2584.0000, 4.6646588614, 1.71093, 1.79601
 2592.0000, 4.6662352002, 1.71124, 1.80419
 2600.0000, 4.6674196249, 1.71148, 1.81235
 2608.0000, 4.6682373603, 1.71164, 1.82046
 2616.0000, 4.6687147660, 1.71173, 1.82853
 2624.0000, 4.6688792990, 1.71176, 1.83656
 2632.0000, 4.6687594721, 1.71174, 1.84454
 2640.0000, 4.6683848091, 1.71167, 1.85247
 2648.0000, 4.6677857963, 1.71155, 1.86033
 2656.0000, 4.6669938305, 1.71139, 1.86814
 2664.0000, 4.6660411621, 1.71121, 1.87588
 2672.0000, 4.6649608359, 1.71099, 1.88355
 2680.0000, 4.6637866268, 1.71076, 1.89114
 2688.0000, 4.6625529723, 1.71052, 1.89865
 2696.0000, 4.6612949002, 1.71027, 1.90608
 2704.0000, 4.6600479540, 1.71002, 1.91342
 2712.0000, 4.6588481126, 1.70979, 1.92066
 2720.0000, 4.6577317074, 1.70957, 1.92781
 2728.0000, 4.6567353358, 1.70937, 1.93486
 2736.0000, 4.6558957700, 1.70921, 1.94179
 2744.0000, 4.6552498637, 1.70908, 1.94862
 2752.0000, 4.6548344549, 1.70900, 1.95533
 2760.0000, 4.6546862655, 1.70897, 1.96192
 2768.0000, 4.6548417982, 1.70900, 1.96838
 2776.0000, 4.6553372313, 1.70910, 1.97472
 2784.0000, 4.6562083105, 1.70927, 1.98092
 2792.0000, 4.6574902389, 1.70952, 1.98698
 2800.0000, 4.6592175658, 1.70986, 1.99290
 2808.0000, 4.6614240741, 1.71030, 1.99868
 2816.0000, 4.6641426661, 1.71083, 2.00430
 2824.0000, 4.6674052499, 1.71147, 2.00976
 2832.0000, 4.6712426253, 1.71223, 2.01507
 2840.0000, 4.6756843702, 1.71311, 2.02020
 2848.0000, 4.6807587279, 1.71411, 2.02517
 2856.0000, 4.6864924963, 1.71524, 2.02997
 2864.0000, 4.6929109181, 1.71651, 2.03459
 2872.0000, 4.7000375747, 1.71792, 2.03902
 2880.0000, 4.7078942817, 1.71947, 2.04327
 2888.0000, 4.7165009893, 1.72118, 2.04733
 2896.0000, 4.7258756858, 1.72303, 2.05120
 2904.0000, 4.7360343054, 1.72505, 2.05486
 2912.0000, 4.7469906419, 1.72723, 2.05832
 2920.0000, 4.7587562666, 1.72957, 2.06158
 2928.0000, 4.7713404534, 1.73208, 2.06462
 2936.0000, 4.7847501088, 1.73475, 2.06745
 2944.0000, 4.7989897095, 1.73760, 2.07006
 2952.0000, 4.8140612462, 1.74062, 2.07244
 2960.0000, 4.8299641752, 1.74381, 2.07460
 2968.0000, 4.8466953772, 1.74717, 2.07653
 2976.0000, 4.8642491236, 1.75070, 2.07823
 2984.0000, 4.8826170507, 1.75441, 2.07968
 2992.0000, 4.9017881422, 1.75829, 2.08090
 3000.0000, 4.9217487188, 1.76233, 2.08187
 3008.0000, 4.9424824361, 1.76654, 2.08259
 3016.0000, 4.9639702908, 1.77092, 2.08306
 3024.0000, 4.9861906337, 1.77545, 2.08327
 3032.0000, 5.0091191911, 1.78015, 2.08323
 3040.0000, 5.0327290929, 1.78499, 2.08292
 3048.0000, 5.0569909078, 1.78999, 2.08235
 3056.0000, 5.0818726858, 1.79512, 2.08151
 3064.0000, 5.1073400063, 1.80039, 2.08040
 3072.0000, 5.1333560328, 1.80579, 2.07902
 3080.0000, 5.1598815724, 1.81132, 2.07735
 3088.0000, 5.1868751415, 1.81695, 2.07541
 3096.0000, 5.2142930348, 1.82270, 2.07319
 3104.0000, 5.2420893993, 1.82854, 2.07068
 3112.0000, 5.2702163117, 1.83447, 2.06788
 3120.0000, 5.2986238583, 1.84048, 2.06479
 3128.0000, 5.3272602180, 1.84656, 2.06141
 3136.0000, 5.3560717470, 1.85269, 2.05774
 3144.0000, 5.3850030647, 1.85887, 2.05376
 3152.0000, 5.4139971406, 1.86509, 2.04949
 3160.0000, 5.4429953817, 1.87133, 2.04492
 3168.0000, 5.4719377192, 1.87757, 2.04004
 3176.0000, 5.5007626949, 1.88381, 2.03486
 3184.0000, 5.5294075463, 1.89004, 2.02937
 3192.0000, 5.5578082895, 1.89623, 2.02357
 3200.0000, 5.5858998010, 1.90237, 2.01746
 3208.0000, 5.6136158958, 1.90845, 2.01104
 3216.0000, 5.6408894036, 1.91445, 2.00430
 3224.0000, 5.6676522407, 1.92036, 1.99725
 3232.0000, 5.6938354787, 1.92616, 1.98989
 3240.0000, 5.7193694097, 1.93183, 1.98221
 3248.0000, 5.7441836059, 1.93735, 1.97421
 3256.0000, 5.7682069758, 1.94272, 1.96589
 3264.0000, 5.7913678154, 1.94791, 1.95725
 3272.0000, 5.8135938535, 1.95290, 1.94829
 3280.0000, 5.8348122928, 1.95768, 1.93900
 3288.0000, 5.8549498447, 1.96222, 1.92940
 3296.0000, 5.8739327594, 1.96651, 1.91947
 3304.0000, 5.8916868492, 1.97054, 1.90922
 3312.0000, 5.9081375066, 1.97427, 1.89865
 3320.0000, 5.9232097157, 1.97770, 1.88776
 3328.0000, 5.9368280586, 1.98080, 1.87654
 3336.0000, 5.9489167136, 1.98356, 1.86500
 3344.0000, 5.9593994488, 1.98596, 1.85314
 3352.0000, 5.9681996082, 1.98797, 1.84095
 3360.0000, 5.9752400908, 1.98958, 1.82844
 3368.0000, 5.9804433240, 1.99077, 1.81561
 3376.0000, 5.9837312284, 1.99153, 1.80246
 3384.0000, 5.9850251773, 1.99183, 1.78899
 3392.0000, 5.9842459470, 1.99165, 1.77520
 3400.0000, 5.9813136609, 1.99097, 1.76109
 3408.0000, 5.9761477251, 1.98979, 1.74666
 3416.0000, 5.9686667560, 1.98808, 1.73192
 3424.0000, 5.9587884998, 1.98582, 1.71686
 3432.0000, 5.9464297428, 1.98299, 1.70149
 3440.0000, 5.9315062130, 1.97959, 1.68580
 3448.0000, 5.9139324716, 1.97559, 1.66981
 3456.0000, 5.8936217948, 1.97097, 1.65350
 3464.0000, 5.8704860448, 1.96573, 1.63689
 3472.0000, 5.8444355289, 1.95985, 1.61997
 3480.0000, 5.8153788473, 1.95330, 1.60275
 3488.0000, 5.7832227272, 1.94608, 1.58523
 3496.0000, 5.7478718428, 1.93818, 1.56741
 3504.0000, 5.7092286213, 1.92957, 1.54929
 3512.0000, 5.6671930310, 1.92026, 1.53087
 3520.0000, 5.6216623531, 1.91022, 1.51216
 3528.0000, 5.5725309330, 1.89944, 1.49317
 3536.0000, 5.5196899115, 1.88792, 1.47388
 3544.0000, 5.4630269322, 1.87565, 1.45432
 3552.0000, 5.4024258239, 1.86261, 1.43447
 3560.0000, 5.3377662542, 1.84879, 1.41434
 3568.0000, 5.2689233535, 1.83420, 1.39393
 3576.0000, 5.1957673033, 1.81881, 1.37326
 3584.0000, 5.1181628872, 1.80264, 1.35231
 3592.0000, 5.0359689993, 1.78566, 1.33110
 3600.0000, 4.9490381049, 1.76788, 1.30963
 3608.0000, 4.8572156482, 1.74929, 1.28790
 3616.0000, 4.7603394010, 1.72988, 1.26591
 3624.0000, 4.6582387435, 1.70967, 1.24367
 3632.0000, 4.5507338702, 1.68864, 1.22119
 3640.0000, 4.4376349093, 1.66679, 1.19846
 3648.0000, 4.3187409463, 1.64413, 1.17549
 3656.0000, 4.1938389360, 1.62066, 1.15228
 3664.0000, 4.0627024890, 1.59638, 1.12885
 3672.0000, 3.9250905140, 1.57128, 1.10518
 3680.0000, 3.7807456939, 1.54539, 1.08129
 3688.0000, 3.6293927720, 1.51869, 1.05719
 3696.0000, 3.4707366169, 1.49120, 1.03287
 3704.0000, 3.3044600318, 1.46293, 1.00834
 3712.0000, 3.1302212657, 1.43387, 0.98360
 3720.0000, 2.9476511762, 1.40405, 0.95866
 3728.0000, 2.7563499835, 1.37346, 0.93353
 3736.0000, 2.5558835416, 1.34213, 0.90821
 3744.0000, 2.3457790380, 1.31005, 0.88270
 3752.0000, 2.1255200133, 1.27725, 0.85701
 3760.0000, 1.8945405654, 1.24373, 0.83114
 3768.0000, 1.6522185740, 1.20951, 0.80510
 3776.0000, 1.3978677380, 1.17461, 0.77889
 3784.0000, 1.1307281662, 1.13903, 0.75253
 3792.0000, 0.8499551944, 1.10280, 0.72601
 3800.0000, 0.5546060108, 1.06593, 0.69933
 3808.0000, 0.2436235512, 1.02845, 0.67252
 3816.0000, -0.0841830309, 0.99035, 0.64556
 3824.0000, -0.4301622378, 0.95168, 0.61847
 3832.0000, -0.7958496538, 0.91245, 0.59125
 3840.0000, -1.1830045557, 0.87267, 0.56390
 3848.0000, -1.5936559175, 0.83237, 0.53644
 3856.0000, -2.0301608637, 0.79157, 0.50887
 3864.0000, -2.4952798441, 0.75030, 0.48119
 3872.0000, -2.9922746233, 0.70858, 0.45341
 3880.0000, -3.5250379352, 0.66642, 0.42554
 3888.0000, -4.0982679332, 0.62386, 0.39757
 3896.0000, -4.7177074028, 0.58092, 0.36952
 3904.0000, -5.3904789131, 0.53762, 0.34140
 3912.0000, -6.1255661456, 0.49399, 0.31320
 3920.0000, -6.9345252796, 0.45006, 0.28494
 3928.0000, -7.8325724682, 0.40586, 0.25662
 3936.0000, -8.8403145193, 0.36140, 0.22824
 3944.0000, -9.9866413149, 0.31671, 0.19981
 3952.0000, -11.3138630009, 0.27184, 0.17135
 3960.0000, -12.8875733927, 0.22679, 0.14284
 3968.0000, -14.8176600005, 0.18160, 0.11431
 3976.0000, -17.3101230176, 0.13630, 0.08576
 3984.0000, -20.8274392439, 0.09091, 0.05718
 3992.0000, -26.8453335497, 0.04547, 0.02859
 4000.0000, -299.5079103135, 0.00000, 0.00000

Magnitude at band edges

    0.0520 1.08750E+00
    0.4378 1.93126E+00
    0.0520 1.08750E+00
    0.4378 1.93126E+00
Baud rate 3429, low carrier filter 4, 8dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, 0.1896963586, 1.02208, 0.90396
    8.0000, 0.1901066164, 1.02213, 0.90403
   16.0000, 0.1913366787, 1.02227, 0.90423
   24.0000, 0.1933844148, 1.02251, 0.90458
   32.0000, 0.1962462810, 1.02285, 0.90506
   40.0000, 0.1999173333, 1.02328, 0.90567
   48.0000, 0.2043912433, 1.02381, 0.90642
   56.0000, 0.2096603195, 1.02443, 0.90731
   64.0000, 0.2157155331, 1.02515, 0.90833
   72.0000, 0.2225465479, 1.02595, 0.90948
   80.0000, 0.2301417541, 1.02685, 0.91077
   88.0000, 0.2384883068, 1.02784, 0.91220
   96.0000, 0.2475721678, 1.02891, 0.91375
  104.0000, 0.2573781511, 1.03008, 0.91544
  112.0000, 0.2678899717, 1.03132, 0.91726
  120.0000, 0.2790902978, 1.03265, 0.91921
  128.0000, 0.2909608058, 1.03407, 0.92129
  136.0000, 0.3034822375, 1.03556, 0.92350
  144.0000, 0.3166344603, 1.03713, 0.92583
  152.0000, 0.3303965289, 1.03877, 0.92829
  160.0000, 0.3447467496, 1.04049, 0.93088
  168.0000, 0.3596627447, 1.04228, 0.93359
  176.0000, 0.3751215201, 1.04413, 0.93642
  184.0000, 0.3910995318, 1.04606, 0.93937
  192.0000, 0.4075727551, 1.04804, 0.94244
  200.0000, 0.4245167525, 1.05009, 0.94563
  208.0000, 0.4419067428, 1.05219, 0.94894
  216.0000, 0.4597176701, 1.05435, 0.95236
  224.0000, 0.4779242717, 1.05656, 0.95589
  232.0000, 0.4965011467, 1.05883, 0.95953
  240.0000, 0.5154228223, 1.06114, 0.96329
  248.0000, 0.5346638208, 1.06349, 0.96715
  256.0000, 0.5541987238, 1.06588, 0.97112
  264.0000, 0.5740022365, 1.06832, 0.97519
  272.0000, 0.5940492492, 1.07079, 0.97936
  280.0000, 0.6143148979, 1.07329, 0.98363
  288.0000, 0.6347746232, 1.07582, 0.98800
  296.0000, 0.6554042264, 1.07838, 0.99247
  304.0000, 0.6761799242, 1.08096, 0.99703
  312.0000, 0.6970784012, 1.08356, 1.00168
  320.0000, 0.7180768599, 1.08619, 1.00642
  328.0000, 0.7391530683, 1.08882, 1.01124
  336.0000, 0.7602854054, 1.09148, 1.01616
  344.0000, 0.7814529037, 1.09414, 1.02115
  352.0000, 0.8026352900, 1.09681, 1.02622
  360.0000, 0.8238130226, 1.09949, 1.03137
  368.0000, 0.8449673266, 1.10217, 1.03659
  376.0000, 0.8660802268, 1.10485, 1.04189
  384.0000, 0.8871345770, 1.10753, 1.04725
  392.0000, 0.9081140876, 1.11021, 1.05268
  400.0000, 0.9290033503, 1.11288, 1.05818
  408.0000, 0.9497878598, 1.11555, 1.06374
  416.0000, 0.9704540337, 1.11821, 1.06936
  424.0000, 0.9909892288, 1.12086, 1.07503
  432.0000, 1.0113817557, 1.12349, 1.08076
  440.0000, 1.0316208903, 1.12611, 1.08653
  448.0000, 1.0516968832, 1.12872, 1.09236
  456.0000, 1.0716009660, 1.13131, 1.09823
  464.0000, 1.0913253560, 1.13388, 1.10415
  472.0000, 1.1108632578, 1.13643, 1.11010
  480.0000, 1.1302088629, 1.13897, 1.11609
  488.0000, 1.1493573462, 1.14148, 1.12211
  496.0000, 1.1683048618, 1.14397, 1.12817
  504.0000, 1.1870485346, 1.14644, 1.13426
  512.0000, 1.2055864510, 1.14889, 1.14037
  520.0000, 1.2239176470, 1.15132, 1.14650
  528.0000, 1.2420420942, 1.15372, 1.15265
  536.0000, 1.2599606837, 1.15611, 1.15882
  544.0000, 1.2776752076, 1.15847, 1.16501
  552.0000, 1.2951883392, 1.16081, 1.17120
  560.0000, 1.3125036109, 1.16312, 1.17741
  568.0000, 1.3296253899, 1.16542, 1.18362
  576.0000, 1.3465588525, 1.16769, 1.18983
  584.0000, 1.3633099564, 1.16995, 1.19605
  592.0000, 1.3798854111, 1.17218, 1.20226
  600.0000, 1.3962926470, 1.17440, 1.20846
  608.0000, 1.4125397827, 1.17659, 1.21466
  616.0000, 1.4286355904, 1.17878, 1.22084
  624.0000, 1.4445894604, 1.18094, 1.22701
  632.0000, 1.4604113635, 1.18310, 1.23317
  640.0000, 1.4761118129, 1.18524, 1.23930
  648.0000, 1.4917018239, 1.18737, 1.24541
  656.0000, 1.5071928728, 1.18949, 1.25150
  664.0000, 1.5225968553, 1.19160, 1.25756
  672.0000, 1.5379260424, 1.19370, 1.26359
  680.0000, 1.5531930371, 1.19580, 1.26959
  688.0000, 1.5684107287, 1.19790, 1.27555
  696.0000, 1.5835922476, 1.20000, 1.28147
  704.0000, 1.5987509189, 1.20209, 1.28736
  712.0000, 1.6139002151, 1.20419, 1.29320
  720.0000, 1.6290537095, 1.20629, 1.29899
  728.0000, 1.6442250283, 1.20840, 1.30474
  736.0000, 1.6594278031, 1.21052, 1.31043
  744.0000, 1.6746756228, 1.21265, 1.31608
  752.0000, 1.6899819869, 1.21478, 1.32167
  760.0000, 1.7053602573, 1.21694, 1.32720
  768.0000, 1.7208236116, 1.21911, 1.33267
  776.0000, 1.7363849973, 1.22129, 1.33808
  784.0000, 1.7520570849, 1.22350, 1.34343
  792.0000, 1.7678522242, 1.22572, 1.34871
  800.0000, 1.7837823994, 1.22797, 1.35392
  808.0000, 1.7998591865, 1.23025, 1.35906
  816.0000, 1.8160937118, 1.23255, 1.36414
  824.0000, 1.8324966117, 1.23488, 1.36913
  832.0000, 1.8490779934, 1.23724, 1.37406
  840.0000, 1.8658473985, 1.23963, 1.37890
  848.0000, 1.8828137672, 1.24205, 1.38367
  856.0000, 1.8999854051, 1.24451, 1.38835
  864.0000, 1.9173699519, 1.24701, 1.39295
  872.0000, 1.9349743520, 1.24954, 1.39747
  880.0000, 1.9528048278, 1.25210, 1.40190
  888.0000, 1.9708668548, 1.25471, 1.40625
  896.0000, 1.9891651396, 1.25736, 1.41051
  904.0000, 2.0077036005, 1.26004, 1.41468
  912.0000, 2.0264853502, 1.26277, 1.41875
  920.0000, 2.0455126814, 1.26554, 1.42274
  928.0000, 2.0647870558, 1.26835, 1.42663
  936.0000, 2.0843090945, 1.27120, 1.43043
  944.0000, 2.1040785724, 1.27410, 1.43413
  952.0000, 2.1240944151, 1.27704, 1.43774
  960.0000, 2.1443546981, 1.28002, 1.44125
  968.0000, 2.1648566498, 1.28305, 1.44466
  976.0000, 2.1855966563, 1.28612, 1.44797
  984.0000, 2.2065702696, 1.28922, 1.45118
  992.0000, 2.2277722186, 1.29238, 1.45430
 1000.0000, 2.2491964224, 1.29557, 1.45731
 1008.0000, 2.2708360066, 1.29880, 1.46022
 1016.0000, 2.2926833219, 1.30207, 1.46303
 1024.0000, 2.3147299653, 1.30538, 1.46574
 1032.0000, 2.3369668043, 1.30872, 1.46835
 1040.0000, 2.3593840019, 1.31211, 1.47086
 1048.0000, 2.3819710458, 1.31552, 1.47326
 1056.0000, 2.4047167779, 1.31897, 1.47556
 1064.0000, 2.4276094271, 1.32245, 1.47776
 1072.0000, 2.4506366431, 1.32596, 1.47986
 1080.0000, 2.4737855325, 1.32950, 1.48185
 1088.0000, 2.4970426961, 1.33307, 1.48375
 1096.0000, 2.5203942680, 1.33666, 1.48554
 1104.0000, 2.5438259557, 1.34027, 1.48723
 1112.0000, 2.5673230818, 1.34390, 1.48882
 1120.0000, 2.5908706264, 1.34755, 1.49031
 1128.0000, 2.6144532703, 1.35121, 1.49171
 1136.0000, 2.6380554396, 1.35489, 1.49300
 1144.0000, 2.6616613504, 1.35857, 1.49420
 1152.0000, 2.6852550539, 1.36227, 1.49529
 1160.0000, 2.7088204825, 1.36597, 1.49630
 1168.0000, 2.7323414952, 1.36967, 1.49720
 1176.0000, 2.7558019240, 1.37338, 1.49802
 1184.0000, 2.7791856200, 1.37708, 1.49874
 1192.0000, 2.8024764987, 1.38078, 1.49936
 1200.0000, 2.8256585859, 1.38447, 1.49990
 1208.0000, 2.8487160631, 1.38815, 1.50035
 1216.0000, 2.8716333118, 1.39182, 1.50071
 1224.0000, 2.8943949578, 1.39547, 1.50098
 1232.0000, 2.9169859147, 1.39910, 1.50117
 1240.0000, 2.9393914266, 1.40272, 1.50128
 1248.0000, 2.9615971094, 1.40631, 1.50130
 1256.0000, 2.9835889925, 1.40987, 1.50124
 1264.0000, 3.0053535577, 1.41341, 1.50111
 1272.0000, 3.0268777786, 1.41692, 1.50089
 1280.0000, 3.0481491578, 1.42039, 1.50061
 1288.0000, 3.0691557633, 1.42383, 1.50025
 1296.0000, 3.0898862635, 1.42723, 1.49982
 1304.0000, 3.1103299609, 1.43059, 1.49932
 1312.0000, 3.1304768243, 1.43392, 1.49875
 1320.0000, 3.1503175196, 1.43720, 1.49812
 1328.0000, 3.1698434393, 1.44043, 1.49742
 1336.0000, 3.1890467298, 1.44362, 1.49667
 1344.0000, 3.2079203183, 1.44676, 1.49586
 1352.0000, 3.2264579366, 1.44985, 1.49499
 1360.0000, 3.2446541444, 1.45289, 1.49407
 1368.0000, 3.2625043504, 1.45588, 1.49310
 1376.0000, 3.2800048317, 1.45882, 1.49208
 1384.0000, 3.2971527517, 1.46170, 1.49102
 1392.0000, 3.3139461757, 1.46453, 1.48991
 1400.0000, 3.3303840849, 1.46730, 1.48876
 1408.0000, 3.3464663889, 1.47002, 1.48758
 1416.0000, 3.3621939357, 1.47268, 1.48636
 1424.0000, 3.3775685202, 1.47529, 1.48511
 1432.0000, 3.3925928904, 1.47785, 1.48383
 1440.0000, 3.4072707520, 1.48035, 1.48252
 1448.0000, 3.4216067705, 1.48279, 1.48119
 1456.0000, 3.4356065719, 1.48518, 1.47983
 1464.0000, 3.4492767405, 1.48752, 1.47846
 1472.0000, 3.4626248150, 1.48981, 1.47708
 1480.0000, 3.4756592829, 1.49205, 1.47568
 1488.0000, 3.4883895716, 1.49424, 1.47427
